Geo Point,NAME,STUSAB,"STATE_NAME "
"33.2142871374, -93.227308885",Columbia,AR,"Arkansas"
"33.2166030364, -94.9656722276",Titus,TX,"Texas"
"42.5970991967, -84.3735369769",Ingham,MI,"Michigan"
"37.1912804013, -99.2718714746",Comanche,KS,"Kansas"
"26.4769663387, -97.5916576336",Willacy,TX,"Texas"
"43.7846914327, -75.4487944963",Lewis,NY,"New York"
"38.7858226615, -85.4385728826",Jefferson,IN,"Indiana"
"39.3709375943, -81.1606296676",Pleasants,WV,"West Virginia"
"37.3142565856, -80.702936854",Giles,VA,"Virginia"
"41.3964956116, -71.6196574376",Washington,RI,"Rhode Island"
"32.6672014402, -83.4270835327",Twiggs,GA,"Georgia"
"33.7157303222, -86.3145956812",St. Clair,AL,"Alabama"
"38.1951228784, -86.1113109452",Harrison,IN,"Indiana"
"25.0467803277, -81.1856924179",Monroe,FL,"Florida"
"18.1332083357, -65.7877942339",Humacao,PR,"Puerto Rico"
"38.4408670947, -91.5079334292",Gasconade,MO,"Missouri"
"40.5240865228, -82.7940677882",Morrow,OH,"Ohio"
"40.4103560325, -91.7383967271",Clark,MO,"Missouri"
"37.2190501994, -88.7077397007",Massac,IL,"Illinois"
"36.1490481181, -87.3566550687",Dickson,TN,"Tennessee"
"36.7099124483, -93.8290683344",Barry,MO,"Missouri"
"42.4018650655, -92.7914177407",Grundy,IA,"Iowa"
"37.4596486226, -88.8809285275",Johnson,IL,"Illinois"
"33.8333331807, -91.2539442656",Desha,AR,"Arkansas"
"35.6426343016, -87.858966744",Perry,TN,"Tennessee"
"39.1051348222, -79.195570287",Grant,WV,"West Virginia"
"31.303925021, -100.982419275",Irion,TX,"Texas"
"37.5603718263, -80.5505540253",Monroe,WV,"West Virginia"
"35.4081187361, -76.1449651093",Hyde,NC,"North Carolina"
"41.4705726437, -82.5763150918",Erie,OH,"Ohio"
"38.6406885662, -90.4433975603",St. Louis,MO,"Missouri"
"35.3119550622, -80.2509863077",Stanly,NC,"North Carolina"
"34.5307791419, -100.681128599",Hall,TX,"Texas"
"21.2118898113, -156.954041591",Kalawao,HI,"Hawaii"
"44.9035217224, -123.41325989",Polk,OR,"Oregon"
"31.7315001844, -86.3135388959",Crenshaw,AL,"Alabama"
"46.0092394572, -87.8702584456",Dickinson,MI,"Michigan"
"42.1602170275, -75.8196181695",Broome,NY,"New York"
"34.2226067095, -82.4591641694",Abbeville,SC,"South Carolina"
"43.7213655935, -83.9418350885",Bay,MI,"Michigan"
"28.7856505535, -96.0039807574",Matagorda,TX,"Texas"
"34.0887429323, -93.9934933573",Howard,AR,"Arkansas"
"32.6789310276, -93.6050459212",Bossier,LA,"Louisiana"
"41.6544687417, -105.723910733",Albany,WY,"Wyoming"
"32.3673093945, -81.3413404834",Effingham,GA,"Georgia"
"18.3734438232, -66.5602142106",Florida,PR,"Puerto Rico"
"40.4702708097, -92.5209408738",Schuyler,MO,"Missouri"
"31.4292715445, -86.9936742092",Conecuh,AL,"Alabama"
"30.7953911236, -85.2154596916",Jackson,FL,"Florida"
"43.0564977139, -104.47537645",Niobrara,WY,"Wyoming"
"39.0474329308, -84.1519178888",Clermont,OH,"Ohio"
"30.4924753926, -96.6214567361",Burleson,TX,"Texas"
"48.6282036571, -110.111239391",Hill,MT,"Montana"
"37.1339863881, -81.1302139229",Bland,VA,"Virginia"
"45.9373346715, -108.27441843",Yellowstone,MT,"Montana"
"37.8102830478, -90.4722676012",St. Francois,MO,"Missouri"
"35.8086768522, -86.0617405927",Cannon,TN,"Tennessee"
"44.022343746, -93.2260411098",Steele,MN,"Minnesota"
"37.1249780238, -81.5605967061",Tazewell,VA,"Virginia"
"40.0916079241, -82.4831009236",Licking,OH,"Ohio"
"40.8725715098, -98.5021739966",Hall,NE,"Nebraska"
"45.034066286, -92.4527825664",St. Croix,WI,"Wisconsin"
"40.473600561, -85.3248199236",Blackford,IN,"Indiana"
"31.7795065577, -84.1411344532",Lee,GA,"Georgia"
"37.7017152151, -76.4202298099",Lancaster,VA,"Virginia"
"40.1763796295, -98.0471849897",Nuckolls,NE,"Nebraska"
"40.7715207081, -84.1057794323",Allen,OH,"Ohio"
"41.9103521337, -81.250939242",Lake,OH,"Ohio"
"37.5023005833, -94.3471107747",Barton,MO,"Missouri"
"45.151770859, -86.0384960523",Leelanau,MI,"Michigan"
"40.8759049641, -102.351791195",Sedgwick,CO,"Colorado"
"42.4557108473, -98.7838447084",Holt,NE,"Nebraska"
"34.4643197803, -84.4656390578",Pickens,GA,"Georgia"
"32.7545579307, -88.6411594239",Kemper,MS,"Mississippi"
"39.0855054887, -90.3565282985",Jersey,IL,"Illinois"
"28.5144162588, -81.3234735281",Orange,FL,"Florida"
"33.6268085539, -96.6777253881",Grayson,TX,"Texas"
"33.6146250309, -101.299958451",Crosby,TX,"Texas"
"18.0559662881, -65.8633023194",Yabucoa,PR,"Puerto Rico"
"36.730988911, -98.3239781797",Alfalfa,OK,"Oklahoma"
"37.2442933233, -83.2214816028",Perry,KY,"Kentucky"
"41.3307142217, -94.0155619459",Madison,IA,"Iowa"
"31.2547645833, -94.6118485462",Angelina,TX,"Texas"
"41.4041459264, -89.5286557577",Bureau,IL,"Illinois"
"40.3886187334, -86.8940974128",Tippecanoe,IN,"Indiana"
"42.9436523662, -84.6015165533",Clinton,MI,"Michigan"
"17.9530033162, -66.3866938243",Santa Isabel,PR,"Puerto Rico"
"36.4177312434, -77.3968212099",Northampton,NC,"North Carolina"
"44.3586271805, -103.792224515",Lawrence,SD,"South Dakota"
"39.5864284092, -105.250466793",Jefferson,CO,"Colorado"
"37.2377526609, -96.8374891769",Cowley,KS,"Kansas"
"37.4817063904, -80.2113954217",Craig,VA,"Virginia"
"42.3513950817, -71.9077266261",Worcester,MA,"Massachusetts"
"36.0753604529, -119.815502709",Kings,CA,"California"
"38.3588724365, -97.0968903589",Marion,KS,"Kansas"
"34.8340257189, -83.990719955",Union,GA,"Georgia"
"30.2677218795, -92.814120915",Jefferson Davis,LA,"Louisiana"
"39.6278256159, -106.695299259",Eagle,CO,"Colorado"
"36.7470190976, -93.455980976",Stone,MO,"Missouri"
"46.326849228, -116.750277131",Nez Perce,ID,"Idaho"
"33.4139430365, -84.4941911259",Fayette,GA,"Georgia"
"56.2936264549, -132.12922494",Wrangell,AK,"Alaska"
"37.8857349436, -95.3013889295",Allen,KS,"Kansas"
"41.6850925934, -95.31021134",Shelby,IA,"Iowa"
"39.0850981086, -74.8499770137",Cape May,NJ,"New Jersey"
"42.9193314277, -72.2511752725",Cheshire,NH,"New Hampshire"
"38.5347120041, -76.5305644689",Calvert,MD,"Maryland"
"35.6886045558, -106.865950923",Sandoval,NM,"New Mexico"
"36.7152338187, -95.9043661801",Washington,OK,"Oklahoma"
"28.7425901306, -100.314514171",Maverick,TX,"Texas"
"34.9915361594, -78.3713906105",Sampson,NC,"North Carolina"
"36.5129154065, -82.3041428598",Sullivan,TN,"Tennessee"
"44.5886036159, -104.569929444",Crook,WY,"Wyoming"
"39.6199484364, -85.4657611777",Rush,IN,"Indiana"
"39.1368391026, -93.2018512461",Saline,MO,"Missouri"
"38.9941571642, -76.5675970619",Anne Arundel,MD,"Maryland"
"38.4947373058, -80.421873068",Webster,WV,"West Virginia"
"41.2044899818, -89.2857803179",Putnam,IL,"Illinois"
"35.5381064958, -92.0267180322",Cleburne,AR,"Arkansas"
"47.5095252347, -93.6320085311",Itasca,MN,"Minnesota"
"38.6832973547, -75.3395417153",Sussex,DE,"Delaware"
"39.8235499831, -85.7732376368",Hancock,IN,"Indiana"
"37.2035472717, -94.3406053082",Jasper,MO,"Missouri"
"48.0460953466, -121.722346726",Snohomish,WA,"Washington"
"40.2396222297, -89.9168137955",Mason,IL,"Illinois"
"46.4570264297, -120.738490426",Yakima,WA,"Washington"
"32.211900087, -95.8535779226",Henderson,TX,"Texas"
"41.6426062358, -85.4264979093",LaGrange,IN,"Indiana"
"32.5687919024, -83.8268633608",Peach,GA,"Georgia"
"39.3076165956, -77.8627359849",Jefferson,WV,"West Virginia"
"32.7715559666, -97.291239244",Tarrant,TX,"Texas"
"32.4063798664, -89.5376379602",Scott,MS,"Mississippi"
"38.6890898846, -87.4180084675",Knox,IN,"Indiana"
"40.8699361138, -99.8195657092",Dawson,NE,"Nebraska"
"47.2635798565, -109.224485149",Fergus,MT,"Montana"
"36.6057058971, -121.074995529",San Benito,CA,"California"
"46.4044620332, -113.440367846",Granite,MT,"Montana"
"44.3383668115, -85.5784138137",Wexford,MI,"Michigan"
"36.843740372, -81.5369666383",Smyth,VA,"Virginia"
"45.5614793413, -93.2951672181",Isanti,MN,"Minnesota"
"32.5637166985, -95.83651612",Van Zandt,TX,"Texas"
"39.8659324961, -74.2499159319",Ocean,NJ,"New Jersey"
"42.0425663561, -89.3207266558",Ogle,IL,"Illinois"
"39.3497164186, -97.1651722307",Clay,KS,"Kansas"
"39.6557509891, -93.9827993285",Caldwell,MO,"Missouri"
"36.7306482485, -83.6740950601",Bell,KY,"Kentucky"
"36.7581801263, -119.649322632",Fresno,CA,"California"
"36.2778878907, -102.60218562",Dallam,TX,"Texas"
"32.7864051416, -95.3820619748",Wood,TX,"Texas"
"44.7891558271, -88.7654354834",Shawano,WI,"Wisconsin"
"44.3714339354, -93.7300728963",Le Sueur,MN,"Minnesota"
"18.4353927796, -66.3355961365",Vega Alta,PR,"Puerto Rico"
"39.5364361834, -76.2988753861",Harford,MD,"Maryland"
"44.0816034654, -88.2180579882",Calumet,WI,"Wisconsin"
"46.5514253133, -123.779667446",Pacific,WA,"Washington"
"55.2245210175, -161.947228747",Aleutians East,AK,"Alaska"
"43.3091611082, -77.6801783639",Monroe,NY,"New York"
"22.0110798698, -159.7054382",Kauai,HI,"Hawaii"
"33.110112782, -88.5698161858",Noxubee,MS,"Mississippi"
"45.1600224643, -121.167775167",Wasco,OR,"Oregon"
"36.1548497851, -86.2977463556",Wilson,TN,"Tennessee"
"42.5882192933, -74.4421175889",Schoharie,NY,"New York"
"39.509995074, -80.2433983428",Marion,WV,"West Virginia"
"46.4641098796, -91.8994024936",Douglas,WI,"Wisconsin"
"35.912880671, -77.5970588882",Edgecombe,NC,"North Carolina"
"36.931457433, -82.6262026867",Norton,VA,"Virginia"
"35.0093341427, -97.4442882363",McClain,OK,"Oklahoma"
"18.1281740486, -66.4728039205",Villalba,PR,"Puerto Rico"
"33.4089633624, -82.6767617191",Warren,GA,"Georgia"
"48.2945125463, -105.016391302",Roosevelt,MT,"Montana"
"46.1932195454, -122.680974546",Cowlitz,WA,"Washington"
"36.1605336919, -80.6652439331",Yadkin,NC,"North Carolina"
"38.7838065024, -97.6499306446",Saline,KS,"Kansas"
"41.8519557671, -88.0855946496",DuPage,IL,"Illinois"
"40.5246661273, -97.5965014328",Fillmore,NE,"Nebraska"
"52.680220089, -92.4880742871",Aleutians West,AK,"Alaska"
"37.2097032695, -88.3538137781",Livingston,KY,"Kentucky"
"39.8714520053, -77.2178797931",Adams,PA,"Pennsylvania"
"40.1199573141, -111.670334914",Utah,UT,"Utah"
"40.6343512879, -73.9502045905",Kings,NY,"New York"
"36.8355562279, -87.1791532892",Todd,KY,"Kentucky"
"40.7541667046, -75.3075869515",Northampton,PA,"Pennsylvania"
"40.7684277475, -80.7771865597",Columbiana,OH,"Ohio"
"29.2102022904, -82.0566756823",Marion,FL,"Florida"
"42.325322722, -87.6311845438",Lake,IL,"Illinois"
"39.3054413227, -102.602887422",Kit Carson,CO,"Colorado"
"36.4549370868, -81.8517719844",Johnson,TN,"Tennessee"
"38.6678584122, -85.123590032",Carroll,KY,"Kentucky"
"35.1199026751, -84.5233230209",Polk,TN,"Tennessee"
"48.7189972077, -101.657774141",Renville,ND,"North Dakota"
"31.404399317, -100.462072838",Tom Green,TX,"Texas"
"41.0297829981, -92.8689876816",Monroe,IA,"Iowa"
"34.3915831664, -79.3788986183",Dillon,SC,"South Carolina"
"40.1764658834, -99.9122732442",Furnas,NE,"Nebraska"
"47.3567862566, -102.618205478",Dunn,ND,"North Dakota"
"41.9161186535, -85.0590443604",Branch,MI,"Michigan"
"38.6956276543, -84.3602721797",Pendleton,KY,"Kentucky"
"35.1549608138, -86.0921752079",Franklin,TN,"Tennessee"
"30.8746728358, -84.2344263446",Grady,GA,"Georgia"
"40.0046824769, -120.838597596",Plumas,CA,"California"
"40.3307738015, -111.16818403",Wasatch,UT,"Utah"
"41.6350590585, -81.7001959208",Cuyahoga,OH,"Ohio"
"47.1175406772, -108.250216941",Petroleum,MT,"Montana"
"35.8135384798, -89.1395281511",Crockett,TN,"Tennessee"
"33.1304910055, -107.192378947",Sierra,NM,"New Mexico"
"41.7159996542, -103.010548763",Morrill,NE,"Nebraska"
"37.1500572155, -96.2453782628",Chautauqua,KS,"Kansas"
"33.2937873448, -85.4590701568",Randolph,AL,"Alabama"
"48.7209967429, -104.504654201",Sheridan,MT,"Montana"
"34.9747567032, -81.1843527866",York,SC,"South Carolina"
"38.5999841735, -86.1053059023",Washington,IN,"Indiana"
"43.4633261176, -114.805776873",Camas,ID,"Idaho"
"38.9958676803, -80.5021593376",Lewis,WV,"West Virginia"
"36.0772896934, -96.9756358548",Payne,OK,"Oklahoma"
"37.805131267, -85.4659885855",Nelson,KY,"Kentucky"
"37.2650404186, -77.3969067219",Colonial Heights,VA,"Virginia"
"42.5831156958, -72.5918576846",Franklin,MA,"Massachusetts"
"43.4266633846, -89.9482166667",Sauk,WI,"Wisconsin"
"37.3133053, -76.7738000898",James City,VA,"Virginia"
"30.6266523214, -90.4056805267",Tangipahoa,LA,"Louisiana"
"44.1421798372, -120.35658095",Crook,OR,"Oregon"
"31.7768809864, -84.4369222013",Terrell,GA,"Georgia"
"44.8235439383, -94.2724202106",McLeod,MN,"Minnesota"
"46.5777681751, -122.392638348",Lewis,WA,"Washington"
"38.9166611398, -101.763574005",Wallace,KS,"Kansas"
"42.1810916537, -111.813201111",Franklin,ID,"Idaho"
"32.8531388427, -87.9522309156",Greene,AL,"Alabama"
"43.0820642869, -94.6781370701",Palo Alto,IA,"Iowa"
"44.0225894661, -92.8620540343",Dodge,MN,"Minnesota"
"43.6738441803, -93.3488158578",Freeborn,MN,"Minnesota"
"41.7734492735, -70.2381374923",Barnstable,MA,"Massachusetts"
"39.0597819407, -88.5898533622",Effingham,IL,"Illinois"
"41.3338851661, -84.0682304213",Henry,OH,"Ohio"
"47.3091802574, -101.831489242",Mercer,ND,"North Dakota"
"38.9906151273, -92.3096802497",Boone,MO,"Missouri"
"33.1768244406, -101.816123837",Lynn,TX,"Texas"
"34.5881997167, -96.2977785791",Coal,OK,"Oklahoma"
"41.1976566629, -103.714949912",Kimball,NE,"Nebraska"
"41.8954290221, -87.6461407931",Cook,IL,"Illinois"
"34.1538305575, -82.1259300134",Greenwood,SC,"South Carolina"
"40.6735903894, -120.594332834",Lassen,CA,"California"
"40.1376743616, -83.7694969558",Champaign,OH,"Ohio"
"29.9446888715, -98.7115552055",Kendall,TX,"Texas"
"46.2850391756, -100.238740757",Emmons,ND,"North Dakota"
"29.9047257308, -89.3041273649",St. Bernard,LA,"Louisiana"
"55.7271705274, -133.193025891",Prince of Wales-Hyder,AK,"Alaska"
"44.491500684, -119.007354057",Grant,OR,"Oregon"
"34.9125779857, -107.999724325",Cibola,NM,"New Mexico"
"46.9801017563, -99.7800913745",Kidder,ND,"North Dakota"
"40.7058005707, -76.2159548592",Schuylkill,PA,"Pennsylvania"
"46.4472370802, -103.4598757",Slope,ND,"North Dakota"
"32.5910175308, -88.1987896089",Sumter,AL,"Alabama"
"37.5380074268, -77.405844847",Henrico,VA,"Virginia"
"30.0581505603, -98.0310632636",Hays,TX,"Texas"
"36.9919552301, -79.8810638666",Franklin,VA,"Virginia"
"40.495294012, -78.7137032852",Cambria,PA,"Pennsylvania"
"35.9025835959, -96.3708562265",Creek,OK,"Oklahoma"
"41.5973844823, -85.8587552785",Elkhart,IN,"Indiana"
"36.0408188808, -87.7756333583",Humphreys,TN,"Tennessee"
"38.9160955531, -100.48290474",Gove,KS,"Kansas"
"39.2507169303, -76.9311943444",Howard,MD,"Maryland"
"31.8500445654, -103.048169055",Winkler,TX,"Texas"
"43.6942207429, -101.628137211",Jackson,SD,"South Dakota"
"30.0262964539, -90.7963157853",St. James,LA,"Louisiana"
"38.8785834577, -77.1009715341",Arlington,VA,"Virginia"
"34.9648839235, -100.270065923",Collingsworth,TX,"Texas"
"33.2158995718, -97.6544621205",Wise,TX,"Texas"
"33.0251331683, -83.5605241695",Jones,GA,"Georgia"
"42.6800090555, -89.6022219559",Green,WI,"Wisconsin"
"31.1986202778, -92.5331996257",Rapides,LA,"Louisiana"
"37.8771285847, -91.7923648921",Phelps,MO,"Missouri"
"46.3570765653, -96.4683496086",Wilkin,MN,"Minnesota"
"39.6224801785, -90.8863042728",Pike,IL,"Illinois"
"37.8213415755, -107.300311758",Hinsdale,CO,"Colorado"
"34.316508267, -96.6605948986",Johnston,OK,"Oklahoma"
"38.688812974, -84.0901906655",Bracken,KY,"Kentucky"
"45.8484671945, -88.398113352",Florence,WI,"Wisconsin"
"46.2646373267, -96.9482619139",Richland,ND,"North Dakota"
"46.6737194276, -115.65690713",Clearwater,ID,"Idaho"
"43.1933721852, -100.71843535",Todd,SD,"South Dakota"
"43.3108677533, -97.1486602361",Turner,SD,"South Dakota"
"43.2417469044, -75.4358401731",Oneida,NY,"New York"
"42.1330537308, -104.965815501",Platte,WY,"Wyoming"
"46.2398610144, -119.511127184",Benton,WA,"Washington"
"29.6774585804, -90.0977653992",Jefferson,LA,"Louisiana"
"37.7649390453, -75.7565570848",Accomack,VA,"Virginia"
"43.0321563061, -85.549296283",Kent,MI,"Michigan"
"37.9347459676, -121.271403235",San Joaquin,CA,"California"
"39.7172646082, -75.1414130536",Gloucester,NJ,"New Jersey"
"40.7374323606, -94.6964147623",Taylor,IA,"Iowa"
"38.6495781117, -88.9189811153",Marion,IL,"Illinois"
"41.6370978319, -90.6232428034",Scott,IA,"Iowa"
"41.5778862866, -96.6539833969",Dodge,NE,"Nebraska"
"29.1678318425, -95.4342547974",Brazoria,TX,"Texas"
"31.6022829517, -83.2763750394",Irwin,GA,"Georgia"
"38.6327516348, -92.5830546608",Moniteau,MO,"Missouri"
"35.7496106399, -81.7047784739",Burke,NC,"North Carolina"
"42.3897291621, -96.0447949019",Woodbury,IA,"Iowa"
"30.0438391148, -82.3714410129",Union,FL,"Florida"
"34.8817246173, -83.4020764834",Rabun,GA,"Georgia"
"57.6602871351, -153.749160002",Kodiak Island,AK,"Alaska"
"38.2154382436, -85.1947770123",Shelby,KY,"Kentucky"
"33.665806061, -80.2164049721",Clarendon,SC,"South Carolina"
"36.3387382969, -94.2561015344",Benton,AR,"Arkansas"
"32.2883800156, -85.1849624464",Russell,AL,"Alabama"
"33.9622404194, -96.2597620936",Bryan,OK,"Oklahoma"
"17.9791005078, -67.0428558452",Lajas,PR,"Puerto Rico"
"32.4783131468, -92.1548701323",Ouachita,LA,"Louisiana"
"33.0395904342, -115.365336962",Imperial,CA,"California"
"34.0686230903, -102.351710486",Lamb,TX,"Texas"
"44.4524547726, -116.784781333",Washington,ID,"Idaho"
"44.0229951536, -96.2586448321",Pipestone,MN,"Minnesota"
"46.8161762124, -116.711723179",Latah,ID,"Idaho"
"47.6459064305, -114.089374334",Lake,MT,"Montana"
"37.1933028033, -100.851287248",Seward,KS,"Kansas"
"30.8636815475, -83.9193134094",Thomas,GA,"Georgia"
"18.2247426881, -66.2218192621",Comer�o,PR,"Puerto Rico"
"34.6892815822, -81.6194154302",Union,SC,"South Carolina"
"45.7791445679, -122.482577988",Clark,WA,"Washington"
"38.696627674, -98.204730294",Ellsworth,KS,"Kansas"
"31.482942855, -91.3534982605",Adams,MS,"Mississippi"
"30.4401362441, -90.7279074417",Livingston,LA,"Louisiana"
"39.3297243092, -104.929559461",Douglas,CO,"Colorado"
"39.0996453445, -122.753183909",Lake,CA,"California"
"31.5536748311, -82.4526850982",Bacon,GA,"Georgia"
"40.9318279821, -90.2132382621",Knox,IL,"Illinois"
"38.4820845404, -101.34735565",Wichita,KS,"Kansas"
"42.3243507876, -88.4524199255",McHenry,IL,"Illinois"
"41.1115978115, -102.333949943",Deuel,NE,"Nebraska"
"33.5894557062, -91.720023319",Drew,AR,"Arkansas"
"33.5543385118, -86.8963982424",Jefferson,AL,"Alabama"
"34.854520662, -85.5045272078",Dade,GA,"Georgia"
"40.8181139287, -90.925108658",Henderson,IL,"Illinois"
"31.6225588057, -89.1687933116",Jones,MS,"Mississippi"
"44.034587103, -94.0670290696",Blue Earth,MN,"Minnesota"
"35.6169396312, -87.0770139545",Maury,TN,"Tennessee"
"27.7313380332, -98.0898862446",Jim Wells,TX,"Texas"
"39.416820119, -95.793663658",Jackson,KS,"Kansas"
"43.6741782318, -96.7914365084",Minnehaha,SD,"South Dakota"
"43.9878918655, -84.8478607548",Clare,MI,"Michigan"
"41.1392969335, -74.6908006832",Sussex,NJ,"New Jersey"
"43.1073811968, -73.8639045541",Saratoga,NY,"New York"
"40.2982423213, -110.42518446",Duchesne,UT,"Utah"
"48.2689430235, -98.7201050468",Ramsey,ND,"North Dakota"
"35.388366704, -85.7225823933",Grundy,TN,"Tennessee"
"37.2666155974, -82.0360146573",Buchanan,VA,"Virginia"
"32.3020349252, -92.5577401117",Jackson,LA,"Louisiana"
"46.1101251059, -98.504704356",Dickey,ND,"North Dakota"
"40.4308475737, -95.4280934716",Atchison,MO,"Missouri"
"34.5302641047, -101.208593305",Briscoe,TX,"Texas"
"35.1744060361, -98.3751581878",Caddo,OK,"Oklahoma"
"43.661121629, -74.4973551336",Hamilton,NY,"New York"
"38.6469784457, -94.3548163135",Cass,MO,"Missouri"
"37.5722077541, -78.5287073251",Buckingham,VA,"Virginia"
"36.3411216216, -76.1609504039",Camden,NC,"North Carolina"
"40.0924597674, -105.35770567",Boulder,CO,"Colorado"
"29.9121811706, -81.4098866827",St. Johns,FL,"Florida"
"40.1139269766, -93.5653381974",Grundy,MO,"Missouri"
"35.5832218368, -89.2838357978",Haywood,TN,"Tennessee"
"46.7140170601, -85.564118869",Luce,MI,"Michigan"
"43.3612746976, -72.2222293649",Sullivan,NH,"New Hampshire"
"33.2704260085, -83.0006868923",Hancock,GA,"Georgia"
"40.5218545215, -80.5738922207",Hancock,WV,"West Virginia"
"18.3762890029, -67.1867288243",Aguada,PR,"Puerto Rico"
"38.941491042, -91.4702087982",Montgomery,MO,"Missouri"
"30.010805099, -95.9876533263",Waller,TX,"Texas"
"34.9473737476, -92.9314699116",Perry,AR,"Arkansas"
"14.946529427, 145.604845482",Tinian,MP,"Northern Mariana Islands"
"39.4802974375, -97.6492819059",Cloud,KS,"Kansas"
"40.1746293382, -88.9040887049",De Witt,IL,"Illinois"
"39.3170652967, -78.614168492",Hampshire,WV,"West Virginia"
"33.1738126593, -102.335196551",Terry,TX,"Texas"
"34.5192808123, -82.6377509574",Anderson,SC,"South Carolina"
"30.8626068236, -88.6440346093",George,MS,"Mississippi"
"42.3658182043, -90.2125952059",Jo Daviess,IL,"Illinois"
"28.7963514929, -96.971525279",Victoria,TX,"Texas"
"40.1576395642, -85.011310408",Randolph,IN,"Indiana"
"37.6804065048, -93.0236553896",Dallas,MO,"Missouri"
"38.6488155619, -84.6246133807",Grant,KY,"Kentucky"
"30.9224883015, -81.6363849358",Camden,GA,"Georgia"
"46.932964277, -97.2480210132",Cass,ND,"North Dakota"
"43.6776345435, -103.451555966",Custer,SD,"South Dakota"
"48.2013321625, -102.355667862",Mountrail,ND,"North Dakota"
"60.8490903436, -160.195267975",Bethel,AK,"Alaska"
"40.4791367057, -94.4221022302",Worth,MO,"Missouri"
"42.9622404458, -106.798493803",Natrona,WY,"Wyoming"
"43.3564123717, -92.7890314515",Mitchell,IA,"Iowa"
"31.6661684568, -91.8470716058",Catahoula,LA,"Louisiana"
"44.9432516761, -113.933251642",Lemhi,ID,"Idaho"
"31.8692373987, -90.448798677",Copiah,MS,"Mississippi"
"58.7332560682, -156.981015248",Bristol Bay,AK,"Alaska"
"38.3366204607, -112.127186525",Piute,UT,"Utah"
"38.318172839, -83.0495338272",Carter,KY,"Kentucky"
"43.0217229031, -83.7067110419",Genesee,MI,"Michigan"
"29.9007722759, -91.0625868595",Assumption,LA,"Louisiana"
"34.5387970384, -93.6595529416",Montgomery,AR,"Arkansas"
"31.8072288628, -81.4562556854",Liberty,GA,"Georgia"
"34.3728526138, -98.924242239",Tillman,OK,"Oklahoma"
"40.2275253191, -85.3968993017",Delaware,IN,"Indiana"
"18.2664113682, -65.9792691875",Gurabo,PR,"Puerto Rico"
"37.0540793189, -88.71271926",McCracken,KY,"Kentucky"
"30.8533433125, -90.0405268831",Washington,LA,"Louisiana"
"40.183401621, -87.732815214",Vermilion,IL,"Illinois"
"31.5640129586, -93.5546968685",Sabine,LA,"Louisiana"
"30.792719766, -94.8300248619",Polk,TX,"Texas"
"42.633442368, -77.1054588564",Yates,NY,"New York"
"47.4909231926, -121.83595173",King,WA,"Washington"
"43.9150098006, -121.228141798",Deschutes,OR,"Oregon"
"42.170297478, -76.306316775",Tioga,NY,"New York"
"43.2789221432, -96.721824276",Lincoln,SD,"South Dakota"
"38.0140589617, -87.0077059131",Spencer,IN,"Indiana"
"31.3231861567, -103.693167266",Reeves,TX,"Texas"
"30.6650297247, -86.5921750794",Okaloosa,FL,"Florida"
"36.0132038869, -82.1635815487",Mitchell,NC,"North Carolina"
"34.1110028943, -97.8357913307",Jefferson,OK,"Oklahoma"
"35.2562753346, -91.7455472673",White,AR,"Arkansas"
"43.3109397092, -85.15248111",Montcalm,MI,"Michigan"
"26.0992389901, -81.3809730552",Collier,FL,"Florida"
"44.464696712, -72.1022211883",Caledonia,VT,"Vermont"
"33.1879272437, -96.57240407",Collin,TX,"Texas"
"27.1824778115, -82.3649735213",Sarasota,FL,"Florida"
"45.4729404291, -84.492064415",Cheboygan,MI,"Michigan"
"39.0888346851, -87.4146903866",Sullivan,IN,"Indiana"
"37.1430626393, -78.051263729",Nottoway,VA,"Virginia"
"33.7792058021, -88.0968988585",Lamar,AL,"Alabama"
"36.941272036, -90.9623104086",Carter,MO,"Missouri"
"30.1264602387, -90.4708835924",St. John the Baptist,LA,"Louisiana"
"42.596069775, -84.8383148406",Eaton,MI,"Michigan"
"59.8632076093, -140.381018617",Yakutat,AK,"Alaska"
"40.1764957551, -99.4046440743",Harlan,NE,"Nebraska"
"39.9607450135, -93.9854672168",Daviess,MO,"Missouri"
"39.8940298185, -83.4001988278",Madison,OH,"Ohio"
"44.4609805861, -73.0809205876",Chittenden,VT,"Vermont"
"20.867735408, -156.617058801",Maui,HI,"Hawaii"
"38.2368379381, -95.7341117812",Coffey,KS,"Kansas"
"36.7961439421, -97.7861241175",Grant,OK,"Oklahoma"
"31.2253196926, -84.1943088346",Mitchell,GA,"Georgia"
"37.4002848554, -79.190856302",Lynchburg,VA,"Virginia"
"29.8119497744, -103.251755856",Brewster,TX,"Texas"
"18.2370904175, -66.9834149992",Las Mar�as,PR,"Puerto Rico"
"31.445835936, -91.6400549956",Concordia,LA,"Louisiana"
"31.704803053, -98.110725849",Hamilton,TX,"Texas"
"38.2142048256, -95.2933285252",Anderson,KS,"Kansas"
"32.2667019192, -90.4428211702",Hinds,MS,"Mississippi"
"40.0969217077, -80.619057007",Ohio,WV,"West Virginia"
"39.5604331495, -78.2577317099",Morgan,WV,"West Virginia"
"43.29699417, -71.0288020158",Strafford,NH,"New Hampshire"
"35.8376872526, -101.89292281",Moore,TX,"Texas"
"38.981944957, -109.569833712",Grand,UT,"Utah"
"35.5740321244, -90.6629400421",Poinsett,AR,"Arkansas"
"30.3346942825, -97.7819489614",Travis,TX,"Texas"
